type(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String),coordinates(String),ident(String),name(String),elevation_ft(Integer)
small_airport,NA,US,US-TX,Lamesa,9TE3,9TE3,"32.57789993286133, -101.93099975585938",9TE3,Thorp Airport,2900
small_airport,NA,US,US-TX,Port Lavaca,9TE4,9TE4,"28.569700241088867, -96.62969970703125",9TE4,Tanner's Airport,15
small_airport,NA,US,US-TX,Fulton,9TE5,9TE5,"28.154499053955078, -96.97689819335938",9TE5,Kalt Ranch Airport,15
small_airport,NA,US,US-TX,La Grange,9TE6,9TE6,"29.916900634765625, -96.80030059814453",9TE6,Rocky Creek Ranch Airport,390
small_airport,NA,US,US-TX,Paige,9TE7,9TE7,"30.245278, -97.082778",9TE7,Flying G H Ranch Airport,455
heliport,NA,US,US-TN,Nashville,9TN0,9TN0,"36.177799224853516, -86.6082992553711",9TN0,Summit Medical Center Heliport,530
small_airport,NA,US,US-TN,Eagleville,9TN1,9TN1,"35.72999954223633, -86.53780364990234",9TN1,Versailles Aerodrome,855
small_airport,NA,US,US-TN,Camden,9TN2,9TN2,"36.16389846801758, -88.2052993774414",9TN2,Meadowlark Airport,460
small_airport,NA,US,US-TN,Rossville,9TN3,9TN3,"35.11360168457031, -89.52439880371094",9TN3,Mehrhoff Field,426
small_airport,NA,US,US-TN,Springfield,9TN4,9TN4,"36.457698822021484, -86.94599914550781",9TN4,Foreman Field,705
small_airport,NA,US,US-TN,Culleoka,9TN5,9TN5,"35.45830154418945, -86.95690155029297",9TN5,Askey Field,810
heliport,NA,US,US-TN,Arlington,9TN6,9TN6,"35.28860092163086, -89.67420196533203",9TN6,Performance Helicopters Heliport,280
small_airport,NA,US,US-TN,Covington,9TN7,9TN7,"35.534400939941406, -89.73500061035156",9TN7,Baskin Airport,400
heliport,NA,US,US-TN,Goodlettsville,9TN8,9TN8,"36.31330108642578, -86.69860076904297",9TN8,Dollar General Heliport,736
small_airport,NA,US,US-TN,Lebanon,9TN9,9TN9,"36.01940155029297, -86.28810119628906",9TN9,Toy Box Airport,630
heliport,NA,US,US-TX,Sealy,9TS0,9TS0,"29.786100387573242, -96.04329681396484",9TS0,Diamond E Ranch Heliport,115
heliport,NA,US,US-TX,Victoria,9TS1,9TS1,"28.80109977722168, -97.00579833984375",9TS1,One O'Connor Plaza-Tower Heliport,277
heliport,NA,US,US-TX,Wallisville,9TS2,9TS2,"29.861299514770508, -94.70099639892578",9TS2,Cig 816 Heliport,23
small_airport,NA,US,US-TX,Waller,9TS3,9TS3,"30.148300170898438, -95.96690368652344",9TS3,Simaron Ranch Airport,310
heliport,NA,US,US-TX,Wylie,9TS4,9TS4,"33.00680160522461, -96.50689697265625",9TS4,Ladue Ranch Heliport,520
small_airport,NA,US,US-TX,Alvarado,9TS6,9TS6,"32.37889862060547, -97.17829895019531",9TS6,Goodlett Field,690
heliport,NA,US,US-TX,Galveston,9TS7,9TS7,"29.3129997253, -94.77660369870001",9TS7,U of Texas Medical Branch Ewing Hall Heliport,16
heliport,NA,US,US-TX,Dallas,9TS8,9TS8,"32.84870147705078, -96.87889862060547",9TS8,Dallas Rehabilitation Institute Heliport,428
heliport,NA,US,US-TX,Dallas,9TS9,9TS9,"32.907901763916016, -96.8906021118164",9TS9,Toyota of Dallas Inc Heliport,487
heliport,NA,US,US-TX,Houston,9TX0,9TX0,"29.656600952148438, -95.32019805908203",9TX0,Houston Police Command Station Heliport,40
small_airport,NA,US,US-TX,Giddings,9TX1,9TX1,"30.143299102783203, -96.8561019897461",9TX1,Bar S Ranch Airport,465
small_airport,NA,US,US-TX,Crandall,9TX2,9TX2,"32.63710021972656, -96.4083023071289",9TX2,Bennetts Airport,445
small_airport,NA,US,US-TX,Plainview,9TX3,9TX3,"34.16899871826172, -101.63500213623047",9TX3,Horan Airport,3339
small_airport,NA,US,US-TX,Liberty Hill,9TX4,9TX4,"30.65959930419922, -97.91110229492188",9TX4,Flying H Ranch Airport,1000
small_airport,NA,US,US-TX,San Antonio,9TX5,9TX5,"29.74469948, -98.53720093",9TX5,Camp Bullis Als (Cals) Airport,1158
small_airport,NA,US,US-TX,Post,9TX6,9TX6,"33.17509841918945, -101.02400207519531",9TX6,Beggs Ranch Airport,2355
small_airport,NA,US,US-TX,Pottsboro,9TX7,9TX7,"33.841800689697266, -96.6697006225586",9TX7,Hitex Private Airport,700
heliport,NA,US,US-TX,Dallas,9TX8,9TX8,"32.80289840698242, -96.82109832763672",9TX8,Infomart Heliport,420
small_airport,NA,US,US-TX,Sheffield,9TX9,9TX9,"30.748199462890625, -101.96499633789062",9TX9,Canon Ranch Airport,2380
small_airport,NA,US,US-MT,Wilsall,9U1,9U1,"46.04970169067383, -110.68499755859375",9U1,Wilsall Airport,5134
small_airport,NA,US,US-NE,Springview,9V1,9V1,"42.829200744628906, -99.73979949951172",9V1,Springview Municipal Airport,2446
small_airport,NA,US,US-NE,Trenton,9V2,9V2,"40.1875, -101.0250015258789",9V2,Trenton Municipal Airport,2796
small_airport,NA,US,US-NE,Harrison,9V3,9V3,"42.69580078125, -103.875",9V3,Harrison Skyranch Airport,4863
small_airport,NA,US,US-VA,Warm Springs,9VA0,9VA0,"38.0526008605957, -79.72889709472656",9VA0,Bath Alum Airport,1779
small_airport,NA,US,US-VA,Mathews,9VA1,9VA1,"37.405399322509766, -76.38829803466797",9VA1,Holly Point Airport,12
heliport,NA,US,US-VA,Alexandria,9VA2,9VA2,"38.8226013184, -77.10410308840001",9VA2,Inova Alexandria Hospital Heliport,254
small_airport,NA,US,US-VA,Parksley,9VA3,9VA3,"37.762901306152344, -75.5718994140625",9VA3,Crippen Creek Farm Airport,6
small_airport,NA,US,US-VA,New Market,9VA4,9VA4,"38.69089889526367, -78.62950134277344",9VA4,Franwood Farms Inc. Airport,990
heliport,NA,US,US-VA,Bluemont,9VA5,9VA5,"39.063899993896484, -77.88909912109375",9VA5,Bluegrass Heliport,1720
heliport,NA,US,US-VA,Suffolk,9VA6,9VA6,"36.752899169921875, -76.58580017089844",9VA6,Louise Obici Memorial Hospital Heliport,40
heliport,NA,US,US-VA,Richmond,9VA8,9VA8,"37.648799896240234, -77.58499908447266",9VA8,Innsbrook Pavilion Heliport,250
heliport,NA,US,US-VA,Franklin,9VA9,9VA9,"36.69929885864258, -76.93830108642578",9VA9,Southampton Memorial Hospital Heliport,44
small_airport,NA,US,US-VA,Weirwood,9VG,9VG,"37.458499908447266, -75.87879943847656",9VG,Campbell Field,40
small_airport,NA,US,US-VA,Winchester,9VG9,9VG9,"39.372100830078125, -78.30449676513672",9VG9,Jucapa Farms Airport,1160
small_airport,NA,US,US-WV,Philippi,9W3,9W3,"39.09339904785156, -80.0259017944336",9W3,Simpson Airport,1960
small_airport,NA,US,US-PA,Brogue,9W8,9W8,"39.852298736572266, -76.48639678955078",9W8,Baublitz Commercial Airport,750
small_airport,NA,US,US-SC,Clio,9W9,9W9,"34.5614013671875, -79.53810119628906",9W9,Clio Crop Care Airport,192
heliport,NA,US,US-WA,Seattle,9WA0,9WA0,"47.536800384521484, -122.31300354003906",9WA0,Boeing Plant 2 Heliport,17
heliport,NA,US,US-WA,Quincy,9WA1,9WA1,"47.23109817504883, -119.86799621582031",9WA1,Quincy Valley Hospital Ems Heliport,1260
heliport,NA,US,US-WA,Odessa,9WA2,9WA2,"47.33060073852539, -118.68099975585938",9WA2,Odessa Memorial Hospital Ems Heliport,1700
small_airport,NA,US,US-WA,River Bend Lodge,9WA3,9WA3,"48.469600677490234, -117.29000091552734",9WA3,River Bend Airport,2040
small_airport,NA,US,US-WA,Goldendale,9WA4,9WA4,"45.802799224853516, -120.95600128173828",9WA4,Piper Canyon Airport,1610
heliport,NA,US,US-WA,Omak,9WA5,9WA5,"48.72919845581055, -119.5459976196289",9WA5,Mid-Valley Hospital Ems Heliport,800
heliport,NA,US,US-WA,Seattle,9WA6,9WA6,"47.60820007324219, -122.33200073242188",9WA6,Puget Sound Plaza Heliport,670
small_airport,NA,US,US-WA,Buckley,9WA7,9WA7,"47.215599060058594, -122.13300323486328",9WA7,Albritton Airport,530
heliport,NA,US,US-WA,Shelton,9WA8,9WA8,"47.22480010986328, -123.11199951171875",9WA8,Mason General Hospital Heliport,278
heliport,NA,US,US-WA,Silverdale,9WA9,9WA9,"47.7036031255, -122.714806795",9WA9,Naval Submarine Base Bangor Heliport,285
small_airport,NA,US,US-WI,Hortonville,9WI1,9WI1,"44.32939910888672, -88.62359619140625",9WI1,Black Otter Airport,805
small_airport,NA,US,US-WI,Maribel,9WI2,9WI2,"44.287498474121094, -87.7958984375",9WI2,Flying Dollar Ranch Airport,840
small_airport,NA,US,US-WI,Morrison,9WI3,9WI3,"44.285499572753906, -87.98680114746094",9WI3,Buchholz Farm Airport,955
small_airport,NA,US,US-WI,New Berlin,9WI4,9WI4,"42.978599548339844, -88.13480377197266",9WI4,Faken Airport,904
small_airport,NA,US,US-WI,Palmyra,9WI5,9WI5,"42.82830047607422, -88.57450103759766",9WI5,Tamarack Airport,850
small_airport,NA,US,US-WI,Polar,9WI6,9WI6,"45.10409927368164, -89.01679992675781",9WI6,Kitty Hawk Estates Airport,1500
small_airport,NA,US,US-WI,Spring Prairie,9WI8,9WI8,"42.69390106201172, -88.37930297851562",9WI8,Fletcher Airport,980
small_airport,NA,US,US-WI,Superior,9WI9,9WI9,"46.62080001831055, -92.08190155029297",9WI9,Carlson Airport,680
small_airport,NA,US,US-WI,Winneconne,9WN1,9WN1,"44.10689926147461, -88.68399810791016",9WN1,Courtney Plummer Airport,758
small_airport,NA,US,US-WI,Webster,9WN2,9WN2,"45.96659851074219, -92.14600372314453",9WN2,Voyager Village Airstrip,1020
small_airport,NA,US,US-WI,Port Washington,9WN3,9WN3,"43.4213981628418, -87.88899993896484",9WN3,Ozaukee Airport,800
small_airport,NA,US,US-WI,Lodi,9WN5,9WN5,"43.33330154418945, -89.52100372314453",9WN5,Lodi Lakeland Airport,844
small_airport,NA,US,US-WI,Coloma,9WN9,9WN9,"44.060001373291016, -89.56680297851562",9WN9,Coloma Municipal Airport,1100
small_airport,NA,US,US-WI,De Pere,9WS2,9WS2,"44.367639, -88.158678",9WS2,Antique Aerodrome,655
heliport,NA,US,US-WY,Sheridan,9WY0,9WY0,"44.807778, -106.975278",9WY0,Sheridan Memorial Hospital Heliport,3880
closed,NA,US,US-TX,Katy,K9X9,9X9,"29.912701, -95.826599",9X9,Sack-O-Grande Acroport Airport,165
heliport,NA,US,US-TX,Houston,9XA1,9XA1,"29.700792, -95.669669",9XA1,ESD 100 Training Field Heliport,91
small_airport,NA,US,US-TX,Venus,9XA4,9XA4,"32.355752, -97.039822",9XA4,Chimera Aerodrome,649
small_airport,NA,US,US-TX,Yoakum,9XS0,9XS0,"29.097999572753906, -96.9552993774414",9XS0,Dobbs Ranch Airport,170
small_airport,NA,US,US-TX,Hill,9XS1,9XS1,"31.835599899291992, -96.95279693603516",9XS1,The Landing Airport,570
small_airport,NA,US,US-TX,Sherman,9XS2,9XS2,"33.6542626352, -96.77635967730002",9XS2,Beaver Creek Airport,708
small_airport,NA,US,US-TX,Post,9XS3,9XS3,"33.10340118408203, -101.46499633789062",9XS3,Macy Ranch Airport,2870
small_airport,NA,US,US-TX,Denison,9XS4,9XS4,"33.7342987061, -96.626701355",9XS4,Mc Keon Aviation Airport,750
small_airport,NA,US,US-TX,Slaton,9XS5,9XS5,"33.350101470947266, -101.64199829101562",9XS5,Kitten Farm Private Airport,3050
small_airport,NA,US,US-TX,Sudan,9XS6,9XS6,"34.0531005859375, -102.52200317382812",9XS6,Sudan Airport,3769
small_airport,NA,US,US-TX,Lone Oak,9XS7,9XS7,"32.94710159301758, -95.95860290527344",9XS7,Reeder Airport,530
heliport,NA,US,US-TX,Houston,9XS8,9XS8,"30, -95.42579650878906",9XS8,Goodson Honda Heliport,115
small_airport,NA,US,US-TX,Brenham,9XS9,9XS9,"30.283300399780273, -96.44750213623047",9XS9,Rancho Verde Airport,275
small_airport,NA,US,US-MN,Bowstring,9Y0,9Y0,"47.54990005493164, -93.86689758300781",9Y0,Bowstring Airport,1372
seaplane_base,NA,US,US-MN,Eveleth,9Y5,9Y5,"47.459598541259766, -92.47660064697266",9Y5,Sky Harbor Seaplane Base,1376
small_airport,NA,US,US-WI,Barron,9Y7,9Y7,"45.407501220703125, -91.83429718017578",9Y7,Barron Municipal Airport,1113
seaplane_base,NA,US,US-AK,Kodiak,9Z3,9Z3,"57.8026008605957, -152.38299560546875",9Z3,Kodiak /Lilly Lake/ Seaplane Base,130
small_airport,NA,US,US-AK,Kvichak,9Z7,9Z7,"58.96260070800781, -156.9320068359375",9Z7,Kvichak /Diamond J/ Airport,25
small_airport,NA,US,US-AK,Levelock,9Z8,9Z8,"59.128101348899996, -156.85899353",9Z8,Levelock Airport,39
small_airport,NA,US,US-AK,Lawing,9Z9,9Z9,"60.41109848022461, -149.3699951171875",9Z9,Lawing Airport,475
small_airport,NA,US,US-AK,Anchorage,A13,A13,"61.34130096435547, -148.99899291992188",A13,Bold Airport,900
seaplane_base,NA,US,US-AK,Saginaw Bay,A23,A23,"56.8862991333, -134.158004761",A23,Saginaw Seaplane Base,0
small_airport,NA,US,US-CA,Adin,A26,A26,"41.18600082397461, -120.9520034790039",A26,Adin Airport,4229
seaplane_base,NA,US,US-AK,Seldovia,A27,A27,"59.4341011047, -151.707992554",A27,Seldovia Seaplane Base,0
small_airport,NA,US,US-CA,Fort Bidwell,A28,A28,"41.87630081176758, -120.14700317382812",A28,Fort Bidwell Airport,4602
seaplane_base,NA,US,US-AK,Taku Harbor,A43,A43,"58.0690994263, -134.01499939",A43,Taku Harbor Seaplane Base,0
small_airport,NA,US,US-FL,Port St Joe,A51,A51,"29.758499145508, -85.289100646973",A51,Costin Airport,13
small_airport,NA,US,US-AK,Yakutat,A57,A57,"59.1991802403, -138.447293043",A57,Alsek River Airport,30
small_airport,NA,US,US-AK,Tuntutuliak,A61,A61,"60.3353004456, -162.667007446",A61,Tuntutuliak Airport,16
small_airport,NA,US,US-AK,Twin Hills,A63,A63,"59.07559967041, -160.27299499512",A63,Twin Hills Airport,82
small_airport,NA,US,US-AK,Yakutat,A67,A67,"59.414398193359375, -139.02499389648438",A67,Harlequin Lake Airport,100
small_airport,NA,US,US-AK,Yakutat,A68,A68,"59.55160140991211, -139.50900268554688",A68,Situk Airport,50
small_airport,NA,US,US-AK,Yakutat,A69,A69,"59.24800109863281, -138.50399780273438",A69,Tanis Mesa Airport,130
small_airport,NA,US,US-AK,Yakutat,A70,A70,"59.41279983520508, -139.19400024414062",A70,Dangerous River Airport,50
small_airport,NA,US,US-AK,Yankee Creek,A77,A77,"63.0018997192, -156.367004395",A77,Yankee Creek 2 Airport,1120
small_airport,NA,US,US-AK,Chignik Lake,A79,A79,"56.2550010681, -158.774993896",A79,Chignik Lake Airport,50
small_airport,NA,US,US-AK,Gunsight Mountain Lodge,A88,A88,"61.89950180053711, -147.322998046875",A88,Gunsight Mountain Airport,2950
small_airport,NA,US,US-AK,Talkeetna,AA00,AA00,"62.51015, -149.926717",AA00,Shump Airport,1670
seaplane_base,NA,US,US-AK,Big Lake,AA01,AA01,"61.584961, -149.846531",AA01,West Beaver Seaplane Base,215
seaplane_base,NA,US,US-AK,Big Lake,AA02,AA02,"61.571481, -149.924111",AA02,Horseshoe Lake Seaplane Base,140
heliport,NA,US,US-AK,Deadhorse,AA03,AA03,"70.171228, -146.258517",AA03,Central Pad Heliport,10
heliport,NA,US,US-AK,Anchorage,AA04,AA04,"61.224775, -149.839094",AA04,Viking Heliport,72
small_airport,NA,US,US-AK,Anchorage,AA06,AA06,"61.289722, -149.806111",AA06,Sixmile Lake Airport,85
heliport,NA,US,US-AK,Big Lake,AA07,AA07,"61.521575, -149.927139",AA07,Saddleback Island Heliport,150
heliport,NA,US,US-AK,Palmer,AA08,AA08,"61.594722, -149.153889",AA08,Alaska Heliworx Heliport,250
small_airport,NA,US,US-AK,Talkeetna,AA09,AA09,"62.477502, -147.774722",AA09,Busch Creek Airport,3984
seaplane_base,NA,US,US-AK,Wasilla,AA11,AA11,"61.550739, -149.676131",AA11,Misty Lake Seaplane Base,350
seaplane_base,NA,US,US-AK,Sitka,AA12,AA12,"57.0408333, -135.2955556",AA12,Dove Island Lodge Seaplane Base,0
heliport,NA,US,US-AK,Toolik Field Station,AA14,AA14,"68.628168, -149.589",AA14,Toolik Heliport,2405
small_airport,NA,US,US-AK,Kenai,AA16,AA16,"60.624808, -151.2945",AA16,Treasure Chest Airport,125
small_airport,NA,US,US-AK,Delta Junction,AA22,AA22,"64.132858, -145.804494",AA22,Delta Daves Airport,1070
heliport,NA,US,US-AK,Nuiqsut,PPNU,AA27,"70.414028, -150.018563",AA27,Otp Heliport,38
small_airport,NA,US,US-AK,Houston,AA30,AA30,"61.648189, -149.870831",AA30,Trio Estates Airport,315
small_airport,NA,US,US-AK,Houston,AA33,AA33,"61.60415, -149.770119",AA33,Gus Landing,120
heliport,NA,US,US-AK,Haines,AA35,AA35,"59.4375556, -136.2293611",AA35,35 Mile Lodge Heliport,690
heliport,NA,US,US-AK,Kuparuk,AA38,AA38,"70.4824806, -149.8532333",AA38,Nikaitchuq Operations Center Heliport,20
heliport,NA,US,US-AK,Juneau,AA44,AA44,"58.328803, -134.460083",AA44,Barlett Regional Hospital Heliport,296
small_airport,NA,US,US-AK,Deadhorse,AA50,AA50,"70.181144, -146.35035",AA50,Point Thomson Sea Ice Airstrip,0
heliport,NA,US,US-AK,Kuparuk,AA51,AA51,"70.55625, -149.9105278",AA51,Spy Island Drill-Site Heliport,21
small_airport,NA,US,US-AK,North Pole,AA76,AA76,"64.769444, -147.329444",AA76,Timber Trails Airport,480
seaplane_base,NA,US,US-AK,Palmer,AA85,AA85,"61.616419, -149.221031",AA85,Walby Lake Seaplane Base,114
small_airport,OC,PG,PG-EHG,Andekombe,AYAN,ADK,"-7.13722222222, 145.744722222",ADC,Andakombe Airport,3600
small_airport,OC,PG,PG-MPL,Aseki,AYAX,ASE,"-7.35080485552, 146.19386673",AEK,Aseki Airport,4106
small_airport,OC,PG,PG-MPM,Aiome,AYAO,AIO,"-5.145699978, 144.7307003",AIE,Aiome Airport,350
small_airport,OC,PG,PG-WPD,Aiambak,AYAK,AMB,"-7.342777777779999, 141.2675",AIH,Aiambak Airport,90
small_airport,NA,US,US-AK,Mccarthy,AK0,AK0,"61.21870040893555, -142.88999938964844",AK0,Jakes Bar Airport,1052
small_airport,NA,US,US-AK,Anchor Point,AK00,AK00,"59.79669952392578, -151.86300659179688",AK00,Anchor River Airpark,120
small_airport,NA,US,US-AK,Sterling,AK01,AK01,"60.528983, -150.625133",AK01,Alaska Airpark,320
small_airport,NA,US,US-AK,Bear Creek,AK02,AK02,"65.53990173339844, -161.06199645996094",AK02,Bear Creek 1 Airport,575
small_airport,NA,US,US-AK,Eureka,3AK1,3AK1,"61.937, -147.169006",AK04,Skelton Airport,3289
small_airport,NA,US,US-AK,Sterling,AK05,AK05,"60.54105, -150.599217",AK05,Breeden Airport,365
small_airport,NA,US,US-AK,Mckinley Park,AK06,AK06,"63.64509963989258, -148.79800415039062",AK06,Denali Airport,2050
small_airport,NA,US,US-AK,Nanwalek,AK07,AK07,"59.24100112915039, -151.8769989013672",AK07,Dog Fish Bay Airport,10
small_airport,NA,US,US-AK,Willow,AK08,AK08,"61.78990173339844, -150.1060028076172",AK08,Thomas Strip,190
small_airport,NA,US,US-AK,Delta Junction,AK09,AK09,"64.04959869384766, -145.5019989013672",AK09,Wingsong Estates Airport,1100
small_airport,NA,US,US-AK,Palmer,AK1,AK1,"61.53030014038086, -149.01800537109375",AK1,Butte Municipal Airport,64
small_airport,NA,US,US-AK,Willow,AK10,AK10,"61.71721, -150.108992",AK10,AK-10 Airstrip,210
small_airport,NA,US,US-AK,Point Mcintyre,AK11,AK11,"70.40170288085938, -148.6820068359375",AK11,Point Mcintyre Airport,15
small_airport,NA,US,US-AK,Anchorage,AK12,AK12,"61.10660171508789, -149.86399841308594",AK12,Flying Crown Airport,47
small_airport,NA,US,US-AK,Chena Hot Springs,AK13,AK13,"65.0518035889, -146.04699707",AK13,Chena Hot Springs Airport,1195
small_airport,NA,US,US-AK,Point Mackenzie,AK14,AK14,"61.3512992859, -150.089004517",AK14,Turinsky Airstrip,100
small_airport,NA,US,US-AK,Wasilla,AK16,AK16,"61.52339935, -149.7149963",AK16,Sunset Strip,303
small_airport,NA,US,US-AK,Homer,AK17,AK17,"59.76359939575195, -151.22300720214844",AK17,Glacierview Strip,1600
small_airport,NA,US,US-AK,Homer,AK18,AK18,"59.82849884033203, -153.08099365234375",AK18,Camp Point Airport,8
small_airport,NA,US,US-AK,Talkeetna,AK19,AK19,"62.17390060424805, -150.06399536132812",AK19,Carl's Landing Airport,300
small_airport,NA,US,US-AK,Nuiqsut,AK20,AK20,"70.420622, -150.886667",AK20,CD-3 Airstrip,7
small_airport,NA,US,US-AK,Dillingham,AK21,AK21,"59.132598876953125, -157.77699279785156",AK21,Nushagak Airport,40
small_airport,NA,US,US-AK,Fairbanks,AK22,AK22,"64.82170104980469, -147.52200317382812",AK22,Lakloey Air Park,475
small_airport,NA,US,US-AK,Chugiak,AK24,AK24,"61.41820145, -149.4389954",AK24,Hilltop Airport,420
small_airport,NA,US,US-AK,Wasilla,AK25,AK25,"61.61750030517578, -149.61500549316406",AK25,Piper Landing Airport,350
small_airport,NA,US,US-AK,Solomon,AK26,AK26,"64.5605, -164.4457",AK26,Solomon State Field,25
small_airport,NA,US,US-AK,Wasilla,AK27,AK27,"61.642601013183594, -149.62399291992188",AK27,Valley Flying Crown Airport,400
small_airport,NA,US,US-AK,Fairbanks,AK28,AK28,"64.81400299072266, -147.91900634765625",AK28,Chena Marina Airport,427
small_airport,NA,US,US-AK,Houston,AK29,AK29,"61.61259841918945, -149.8520050048828",AK29,Reids Landing Airport,246
small_airport,NA,US,US-AK,Cordova,AK30,AK30,"60.391153, -146.097464",AK30,Strawberry Point Airport,50
small_airport,NA,US,US-AK,Mccarthy,AK31,AK31,"61.41120147705078, -143.00100708007812",AK31,Swift Creek Airport,1225
heliport,NA,US,US-AK,Nuiqsut,PFNU,AK32,"70.495422, -150.253467",AK32,Oooguruk Island Heliport,27
small_airport,NA,US,US-AK,Herendeen Bay,AK33,AK33,"55.801399231, -160.899002075",AK33,Herendeen Bay Airport,20
seaplane_base,NA,US,US-AK,Willow,AK34,AK34,"61.8353004456, -150.080001831",AK34,Kashwitna Lake Seaplane Base,186
heliport,NA,US,US-AK,Delta Junction,AK35,AK35,"64.0389022827, -145.738998413",AK35,Buffalo Row Heliport,1180
small_airport,NA,US,US-AK,Point Mackenzie,AK36,AK36,"61.43600082397461, -150.1219940185547",AK36,Point Mac Airport,300
heliport,NA,US,US-AK,Point Mackenzie,AK37,AK37,"61.249500274700004, -150.035995483",AK37,Point Mackenzie Heliport,72
heliport,NA,US,US-AK,Anchorage,AK38,AK38,"61.188999176, -149.822006226",AK38,Providence Hospital Heliport,140
small_airport,NA,US,US-AK,Sterling,AK39,AK39,"60.697200775146484, -150.17999267578125",AK39,South Gasline Airport,381
small_airport,NA,US,US-AK,McGrath,AK40,AK40,"63.229198455799995, -154.759994507",AK40,Nixon Fork Mine Airport,1510
small_airport,NA,US,US-AK,North Pole,AK41,AK41,"64.54389953613281, -146.843994140625",AK41,Greg'n Sage Airport,925
seaplane_base,NA,US,US-AK,Wasilla,AK43,AK43,"61.5791015625, -149.539001465",AK43,Jacobsen Lake Seaplane Base,350
small_airport,NA,US,US-AK,Talkeetna,AK44,AK44,"62.31890106201172, -150.11599731445312",AK44,Talkeetna Village Strip,346
small_airport,NA,US,US-AK,Palmer,AK46,AK46,"61.62879943847656, -149.04299926757812",AK46,Abi Airport,750
small_airport,NA,US,US-AK,Wasilla,AK47,AK47,"61.58570098876953, -149.56300354003906",AK47,Shawn Field,300
small_airport,NA,US,US-AK,Taylor,AK49,AK49,"65.6792984009, -164.798995972",AK49,Taylor Airport,440
seaplane_base,NA,US,US-AK,Kasilof,AK5,AK5,"60.25559997558594, -151.30299377441406",AK5,Encelewski Lake Seaplane Base,230
small_airport,NA,US,US-AK,Palmer,AK50,AK50,"61.55459976196289, -149.1439971923828",AK50,Sky Ranch At Pioneer Peak Airport,120
small_airport,NA,US,US-AK,Port Alsworth,PAKX,05K,"60.198567, -154.322789",AK51,Wilder/Natwick LLC Airport,288
small_airport,NA,US,US-AK,Fairbanks,AK52,AK52,"64.88890075683594, -147.53599548339844",AK52,Moen's Ranch Airport,582
